;maior_pacote;total_ips_destino;total_ips_origem;10_kurt_maior_pacote;10_skw_total_ips_destino;10_coefficient_variation_total_ips_origem;has_bot
1200;90;37921;14;3.4044185330438146;0.3140263570060232;0.2325683606019525;1
1201;90;38084;15;3.409805295057596;0.2930345249662204;0.2325973342971901;1
1202;110;37763;15;3.3563399144647943;0.2954963848242009;0.2325973342971901;1
1203;87;37916;16;3.3508512016227674;0.2959110360855989;0.2324033827076067;1
1204;87;38234;17;3.3454010053307988;0.3190826650076556;0.2324758221403932;1
1205;90;37759;14;3.3454010053307988;0.3190826650076556;0.2296015375725147;1
1206;90;37912;15;3.3454010053307988;0.3201549657255443;0.2286782134783758;1
1207;90;38237;13;3.3454010053307988;0.3417996035448014;0.2290913164114404;1
1208;110;37761;14;3.2933059356038084;0.3423604095305097;0.2277597151330556;1
1209;90;37918;16;3.2988577978159994;0.3419656156531682;0.2277239594669221;1
1210;87;38238;12;3.6929918650166393;0.3611698441272838;0.2279544654542487;1
1211;87;37758;17;3.6870252370623775;0.3618260285441245;0.2267964120566381;1
1212;90;37916;6;3.6870252370623775;0.3626125328388682;0.232296384976568;1
1213;90;38219;14;3.745309809454404;0.3524080996003401;0.231999735279668;1
1214;90;37773;11;3.751168793394422;0.3557181353677539;0.231999735279668;1
1215;87;37879;16;3.805346124798341;0.3605027602559933;0.2318118188393051;1
1216;145;37969;18;3.393760113811634;0.3740282634340567;0.2312275766151791;1
1217;90;38082;17;3.393760113811634;0.3530243641961702;0.227700476646217;1
1218;90;37760;15;3.393760113811634;0.3552824169321798;0.2273503990623405;1
1219;90;37921;18;3.449133602660168;0.375513917167321;0.2262161834681439;1
1220;90;38238;16;3.5061391165248;0.3678422206232877;0.2261894498861942;1
1221;90;37761;16;3.5061391165248;0.3905324484248172;0.2258252116553821;1
1222;90;37788;19;3.5061391165248;0.4166570784710266;0.2265767144759154;1
1223;110;38210;12;3.449133602660168;0.4000161270151731;0.2273999699422797;1
1224;90;37921;15;3.454341638212507;0.4206899446867398;0.2225040830277897;1
1225;87;37756;15;3.8671679778786574;0.4197079765346188;0.2225145762300965;1
1226;90;38243;11;3.8671679778786574;0.4326563846872692;0.2187381328858862;1
1227;90;37919;11;3.8671679778786574;0.4329044338192311;0.2187381328858862;1
1228;90;37761;12;4.329951829339181;0.4355701564714762;0.2191822079565458;1
1229;90;38235;22;4.329951829339181;0.4442044867815349;0.2220810048998801;1
1230;110;37762;19;4.766720056305216;0.44668649521571;0.2219179502103141;1
1231;87;37921;14;4.8379028907699855;0.44668649521571;0.2217342850848823;1
1232;90;38235;11;5.412280106697636;0.4340145310491616;0.2231278442074493;1
1233;102;37760;13;5.388111844175853;0.4341561481183493;0.2235856509646535;1
1234;90;37915;10;5.388111844175853;0.4343902924260071;0.2256188748625066;1
1235;87;38233;10;5.388111844175853;0.439770210521191;0.2277836152826316;1
1236;110;37755;10;5.301362793256023;0.4421752284803081;0.2299226583098773;1
1237;87;37917;15;5.380739754279872;0.4422919301688141;0.2299226583098773;1
1238;90;38242;10;5.470228597932206;0.4283088263523626;0.2256424862676703;1
1239;90;37761;20;6.1230564958356775;0.4309696450935502;0.2266999132165159;1
1240;110;37919;21;6.021549893341197;0.4312023926580636;0.2266786410720185;1
1241;90;38075;13;6.021549893341197;0.4083964292630212;0.2269675184740034;1
1242;90;37756;10;6.021549893341197;0.4245186390375272;0.2286853753866009;1
1243;87;38101;13;6.013491373870852;0.4029321715505942;0.2282622134232558;1
1244;90;37901;13;6.013491373870852;0.4022906036420236;0.228683713030136;1
1245;90;37760;11;6.736591738291786;0.419085560203857;0.2299274165132091;1
1246;145;38080;16;6.013491373870852;0.3992843601392032;0.2299337704443876;1
1247;145;38082;13;5.373424970807289;0.3762843125855529;0.2302094832732517;1
1248;182;37764;14;5.788990839308638;0.4003958153373286;0.2303434022093494;1
1249;90;37758;9;5.8744350431644845;0.4236680960073387;0.232779999662401;1
1250;110;38081;15;5.788990839308638;0.4005759661110806;0.2326532984235389;1
1251;90;37922;12;5.788990839308638;0.3975430179803197;0.2305759620682627;1
1252;90;37920;9;5.8744350431644845;0.3975430179803197;0.2303229437996112;1
1253;90;38078;15;5.962353824931866;0.3974541609057268;0.2295380629971991;1
1254;87;37755;13;5.962353824931866;0.3997272883690573;0.2285794204397101;1
1255;87;37920;17;5.962353824931866;0.3998470563945011;0.2283760611732651;1
1256;145;38239;13;5.36431220750779;0.4065299394601669;0.2274076279042205;1
1257;145;37758;16;4.8270907299784485;0.4092545575366493;0.227424903605659;1
1258;145;37918;11;4.406563851948061;0.4094888348649005;0.2286627457900142;1
1259;90;38241;16;4.411949342398972;0.4151209912503707;0.2282850109266193;1
1260;145;37760;11;3.970930840565264;0.4185592396211197;0.2296451594601232;1
1261;90;37922;9;3.970930840565264;0.4177528548704898;0.231722535024526;1
1262;90;37921;12;4.029975685192142;0.4179876676754452;0.2323908074133652;1
1263;110;37925;16;3.970930840565264;0.4371830325635643;0.2322894411562275;1
1264;110;37917;19;3.913510173442804;0.4375299769020388;0.2332017736545929;1
1265;87;38080;16;3.908358783916221;0.4181251121396939;0.2301114411880732;1
1266;90;37921;24;3.908358783916221;0.4377031223722216;0.2348812959921037;1
1267;90;37800;17;4.347867316917603;0.4446129308988933;0.2319861861887842;1
1268;90;38195;12;4.411949342398972;0.4192477275219824;0.2322714962920467;1
1269;145;37763;8;3.965886634795365;0.4233978408583039;0.2356797205819067;1
1270;90;38076;10;3.965886634795365;0.4238529253155277;0.2376436681836787;1
1271;90;37918;28;3.965886634795365;0.4206085229181373;0.2483959560670436;1
1272;145;37917;17;3.5652097650241967;0.4203835837435775;0.248158489988115;1
1273;145;37921;14;3.19522858567324;0.4400371160312861;0.248158489988115;1
1274;110;37923;19;3.1531421001873583;0.439803540207779;0.2481712004552448;1
1275;145;38081;20;3.1531421001873583;0.419626309854903;0.2494673699105402;1
1276;90;37921;15;3.1531421001873583;0.4188322756720455;0.2490605082057461;1
1277;90;37763;10;3.1531421001873583;0.4428941763949527;0.2510507148935339;1
1278;145;38075;10;2.818892144608575;0.4231111218747194;0.2528875473552041;1
1279;90;37922;19;2.823163313701579;0.4196756288281006;0.2508726030021317;1
1280;90;37765;24;2.8274636773104262;0.4435657327256858;0.2550090084476118;1
1281;90;38084;14;2.8274636773104262;0.4432106187698146;0.2550650920690652;1
1282;90;38076;12;2.8274636773104262;0.4206152448596624;0.2545388737290419;1
1283;145;37764;15;2.5201687888397144;0.4444722008132199;0.2545388737290419;1
1284;145;37924;17;2.2716999394376787;0.4435470414792219;0.2528088751252251;1
1285;110;38240;12;2.23739104941308;0.4238722213284386;0.2516240399615954;1
1286;90;37757;17;2.23739104941308;0.4231974247394241;0.2517390218369163;1
1287;90;37920;16;2.23739104941308;0.4225286736107221;0.2513786679377841;1
1288;145;38240;15;1.976538831725371;0.4055656806108885;0.251236887219704;1
1289;145;37763;16;1.7387871710567937;0.408751197636846;0.2484130466078799;1
1290;90;37916;17;1.7387871710567937;0.4119052649877674;0.2464584972293582;1
1291;90;38244;23;1.7387871710567937;0.4128135722189576;0.2429777666336578;1
1292;145;37758;17;1.5151739209971635;0.4163668846185007;0.2429777666336578;1
1293;90;37761;13;1.54073002195458;0.4165653973040635;0.2429777666336578;1
1294;110;38201;12;1.5184302376078087;0.4118945812936521;0.2438292352711776;1
1295;87;37956;18;1.5184302376078087;0.407812464578382;0.2433390795059114;1
1296;87;37759;17;1.2992314915587102;0.407423561644116;0.2430931669054877;1
1297;90;38078;16;1.522879217005893;0.4075166819016089;0.2418263908946381;1
1298;145;38030;9;1.522879217005893;0.4127861668512515;0.244678079816984;1
1299;90;37814;16;1.522879217005893;0.4162603786566747;0.2426240733814656;1
1300;90;37923;18;1.522879217005893;0.4354450862788466;0.2428757271718048;1
1301;90;37921;17;1.7651992535696033;0.4549773641679206;0.240087108395409;1
1302;145;37918;16;1.522879217005893;0.4513137623536163;0.2386504335471737;1
1303;90;37987;15;1.7651992535696033;0.4628675159756095;0.2372201452581235;1
1304;90;38009;10;1.7651992535696033;0.4711508315081605;0.2393384196816002;1
1305;90;37921;15;1.7651992535696033;0.4678611330383916;0.238469685695953;1
1306;110;37922;17;1.7309358645244035;0.4876065902931241;0.2385773982618357;1
1307;90;38082;12;1.440853578503656;0.4878899657502785;0.2390012020539502;1
1308;90;37921;14;1.440853578503656;0.4847632339625098;0.2390012020539502;1
1309;90;37913;12;1.440853578503656;0.4854180181890525;0.2397134696928497;1
1310;90;38085;25;1.440853578503656;0.485228822059198;0.2451090653223206;1
1311;90;37761;13;1.440853578503656;0.4881323133963546;0.2446851914809116;1
1312;90;38084;13;1.4793698715264163;0.4676711642786677;0.2430216314256366;1
1313;145;38084;7;1.248061383372416;0.4473515321378308;0.2477798044626194;1
1314;90;37756;12;1.4824028803456653;0.4698940222135332;0.2480226527798999;1
1315;87;37922;15;1.4793698715264163;0.4689011356891425;0.2475739273743897;1
1316;110;38082;13;1.6917481856305054;0.4490765660114205;0.2446118615157264;1
1317;90;37916;11;1.6917481856305054;0.4696425947450013;0.2452790924830238;1
1318;90;37915;16;1.6917481856305054;0.4705332981428043;0.2452790924830238;1
1319;145;38077;8;1.4439559036651275;0.4480141229471102;0.2470114084022933;1
1320;90;37919;16;1.447081231884874;0.465716873921998;0.2461651056031382;1
1321;110;37918;12;1.413033596568139;0.4659422773748616;0.2461651056031382;1
1322;90;37923;14;1.6607928637109208;0.4626577955361513;0.2459632608809834;1
1323;90;38077;14;1.6607928637109208;0.443163398235777;0.2461072119623771;1
1324;90;37915;19;1.6607928637109208;0.4595817330181145;0.2468348471954883;1
1325;90;37917;25;1.6607928637109208;0.4567566835594954;0.2523759534252321;1
1326;90;38081;20;1.6607928637109208;0.4340568036239478;0.2535034070900419;1
1327;90;37922;13;1.6607928637109208;0.4492775158304543;0.2522374924213189;1
1328;90;37923;13;1.6642954592783088;0.4473236888272911;0.2525923634391401;1
1329;90;37915;12;1.6642954592783088;0.446285683531492;0.2513976793345624;1
1330;90;37755;14;1.6642954592783088;0.4629012945468811;0.2513976793345624;1
1331;110;38083;24;1.6244769696306085;0.4408498334729873;0.2552156691425351;1
1332;90;38077;14;1.6244769696306085;0.4206183257053468;0.2553770719566066;1
1333;110;37759;15;1.6244769696306085;0.4344156757328666;0.2553238536776623;1
1334;110;37918;13;1.6244769696306085;0.4337804215762307;0.2557990510956336;1
1335;110;38239;13;1.6244769696306085;0.4195263466749586;0.2561723841227119;1
1336;87;37749;14;1.620901635776767;0.4398796559318408;0.2558925884169011;1
1337;90;37758;13;1.620901635776767;0.4416283700199351;0.2561723841227119;1
1338;90;38238;20;1.620901635776767;0.426684864768197;0.2568160389600142;1
1339;145;37920;10;1.413033596568139;0.4463469861133425;0.2587865351391057;1
1340;110;37759;16;1.3802422073427605;0.4483406405212205;0.2570601949048766;1
1341;110;37922;17;1.34869026759915;0.4461618721069137;0.2568343145750183;1
1342;90;38081;13;1.34869026759915;0.4386563185687104;0.2565856600045127;1
1343;87;37759;12;1.34869026759915;0.4383824650659201;0.2574126791338931;1
1344;87;38077;15;1.345289270503514;0.4183709019078136;0.2572701776092986;1
1345;90;38082;8;1.345289270503514;0.4185439269572621;0.260899541384206;1
1346;110;37766;17;1.345289270503514;0.4189164633343387;0.2609962766480373;1
1347;90;37923;11;1.34869026759915;0.4180950605485445;0.2623152745190288;1
1348;90;38080;15;1.3521145313145448;0.4121978724528874;0.262211777790704;1
1349;90;37760;12;1.3521145313145448;0.4123363315548158;0.2628571792548957;1
1350;145;37917;23;1.130302124145664;0.4117590757125827;0.2662200152395089;1
1351;90;38238;17;1.130302124145664;0.4119851083105439;0.2658923288242396;1
1352;90;37762;21;1.1618362024048914;0.4121186658612875;0.2674148036269633;1
1353;90;37920;16;1.1618362024048914;0.4118811437545635;0.2674148036269633;1
1354;145;38082;15;0.9572161600611412;0.4037067310880153;0.2665967855287612;1
1355;90;37918;19;0.9601485952753626;0.4019080458846764;0.2671352810270652;1
1356;90;37919;15;0.9601485952753626;0.4015500328853112;0.261356093456944;1
1357;110;38076;12;0.9316792792727112;0.3967688804918239;0.2620394592436608;1
1358;90;37753;17;0.9316792792727112;0.3939958063191033;0.2607139536583166;1
1359;90;37921;16;0.9346922357621914;0.3895714101073033;0.2607139536583166;1
1360;87;37916;17;1.136720817021012;0.3967027404557444;0.260509110959405;1
1361;87;37753;13;1.1335008782186533;0.4188480341813579;0.2609030663870743;1
1362;87;38079;14;1.130302124145664;0.3958626749295272;0.2610609328124602;1
1363;87;37921;10;1.1271244937621403;0.3958626749295272;0.2627894255381016;1
1364;90;37759;17;1.1271244937621403;0.4081235367661489;0.2628821765317298;1
1365;90;38085;12;1.1271244937621403;0.3843567709892956;0.2637329686935703;1
1366;90;37920;14;1.1271244937621403;0.3788632429427001;0.2632434390184196;1
1367;90;37923;17;1.158723394441576;0.3935962224553801;0.2625044399746892;1
1368;90;37751;10;1.158723394441576;0.3946578370868837;0.2644743261566972;1
1369;90;38238;17;1.1618362024048914;0.384338640855035;0.2645477892579878;1
1370;145;37920;18;0.9543029073031448;0.3913225560486632;0.26349396599157;1
1371;90;37755;16;0.9543029073031448;0.3928573909585356;0.2621092789617198;1
1372;90;38079;15;0.9543029073031448;0.3696077028134928;0.2612703201520504;1
1373;145;38082;15;0.762508466819387;0.3562436823018306;0.258905041832115;1
1374;87;37758;19;0.7866593634998469;0.3556295452580066;0.258905041832115;1
1375;87;37915;10;0.7866593634998469;0.356394879218653;0.2607493495284976;1
1376;90;37921;16;0.7866593634998469;0.3617881341999941;0.259372886440692;1
1377;145;38080;17;0.6121941848991896;0.3386103233720816;0.2590021363902708;1
1378;145;37924;16;0.4446055493938722;0.3374326802262545;0.2569399965646385;1
1379;145;37922;23;0.2909799534420152;0.341086789458173;0.2579897452235284;1
1380;182;38078;17;0.5554346560165926;0.3191451780994203;0.2559284178154656;1
1381;145;37918;19;0.403923378042203;0.3190134288130831;0.2564408064236331;1
1382;145;37925;9;0.2602588636694905;0.3161165656370882;0.2572248558706736;1
1383;145;38080;18;0.1260447226472632;0.2932181241954389;0.2564847650794314;1
1384;90;37763;23;0.14025155687939;0.2956828135060352;0.2579508189830467;1
1385;145;38082;14;0.013323723855762;0.2952745105033804;0.2576521696664113;1
1386;90;38067;13;0.013323723855762;0.2741583362133238;0.2560254326974279;1
1387;110;37764;13;0.0025146354393893;0.2982873846196261;0.2560254326974279;1
1388;145;37917;15;-0.115107970624223;0.2962436004970069;0.2555428772637375;1
1389;110;38241;17;-0.1260648171060372;0.296457618163326;0.2540789136794305;1
1390;145;37758;12;-0.1260648171060372;0.3185962724046574;0.255057607683255;1
1391;90;37911;11;-0.0097123680901502;0.3407045548043545;0.2560275632383022;1
1392;90;37967;14;-0.2302956307717138;0.3315419295232;0.2560275632383022;1
1393;182;38026;21;-0.0097123680901502;0.3152764121492813;0.2545246896824907;1
1394;145;37917;14;-0.115107970624223;0.3368364789994266;0.2547141319519017;1
1395;110;37920;16;-0.1260648171060372;0.337107111745159;0.2537114121717499;1
1396;145;38079;17;-0.2351025945111041;0.3160706576281432;0.2507069657551096;1
1397;90;37921;15;-0.2351025945111041;0.3369057953570992;0.2507069657551096;1
1398;90;37921;13;-0.2332483505328492;0.3374423170912434;0.2507069657551096;1
1399;110;37920;23;-0.2405948248794231;0.3374423170912434;0.2534722507277165;1
1400;87;38081;19;-0.1345206969764684;0.3141317655733061;0.2533190288642984;1
1401;145;37924;15;-0.1345206969764684;0.3140172106573131;0.2534059294083859;1
1402;90;37919;12;-0.0193089180597352;0.3138813966650652;0.2528446420749362;1
1403;90;38080;14;-0.0193089180597352;0.2861356992812157;0.2531359704188775;1
1404;87;37914;19;0.1015183983132275;0.2873088712052053;0.251953995424473;1
1405;90;37921;15;0.1015183983132275;0.2874504209826827;0.2489005453889156;1
1406;110;37922;20;0.0890425951559992;0.2873088712052053;0.2485963512348951;1
1407;90;37762;19;0.1015183983132275;0.2880974120894317;0.2490007466746331;1
1408;193;37925;13;0.5170067744231883;0.2869677558685892;0.2492506968932032;1
1409;90;37764;14;0.519787475749412;0.3091602280085913;0.2495649555519187;1
1410;90;38242;15;0.519787475749412;0.3160311348256128;0.2460800102681213;1
1411;90;37918;11;0.519787475749412;0.310559628385665;0.2476876085302907;1
1412;90;37756;16;0.519787475749412;0.320978150657804;0.246618664548871;1
1413;90;37759;11;0.6623367892794353;0.3201732121098304;0.2441661679600657;1
1414;145;38238;11;0.519787475749412;0.344692526110069;0.2434667805801281;1
1415;90;37921;16;0.519787475749412;0.3442834536116103;0.2346619342367679;1
1416;90;37761;13;0.6623367892794353;0.3446450981817261;0.2352048303129211;1
1417;145;38082;14;0.6623367892794353;0.3235472954112716;0.2352048303129211;1
1418;90;37761;18;0.6747666949050991;0.3254515480838679;0.2348881301409619;1
1419;90;37920;16;0.828472443412802;0.3464887132096755;0.2338615679726387;1
1420;110;38237;19;0.814558344097974;0.3463249598517361;0.2343722206117255;1
1421;87;37764;15;0.8115259392993426;0.3464951913845692;0.2320802768138909;1
1422;87;37918;9;0.9709576460659524;0.3675222507470292;0.2329293555511377;1
1423;90;38081;17;0.9709576460659524;0.3466174688031364;0.2324210657959192;1
1424;110;37919;14;0.9559585356442192;0.3448235681204146;0.2284455803874306;1
1425;90;37921;11;0.9559585356442192;0.3661803903326225;0.2298142999811798;1
1426;90;38081;15;0.9559585356442192;0.365833857448672;0.2288455583649957;1
1427;90;37924;14;1.1281100497576384;0.3641879789763295;0.2290361252329861;1
1428;90;37923;13;1.3125768778266207;0.3643246386684524;0.2295238706564206;1
1429;110;37918;16;1.3125768778266207;0.3633972054203282;0.2285026207550903;1
1430;90;38070;17;1.3125768778266207;0.3433356824574849;0.2285026207550903;1
1431;90;37918;13;1.3125768778266207;0.3436073409310943;0.2290694785616164;1
1432;90;37919;15;1.5105223337114024;0.3390018841161193;0.2290694785616164;1
1433;145;37913;15;1.5105223337114024;0.339826053019489;0.2291232403928476;1
1434;90;38082;19;1.5105223337114024;0.3176293522734774;0.2296812478351415;1
1435;182;37923;20;1.4601081668186546;0.3062419302327383;0.227430685402497;1
1436;90;37922;18;1.659422031765838;0.3072362882495104;0.2276482306992541;1
1437;90;38084;14;1.659422031765838;0.2868016795154424;0.2273264533378237;1
1438;90;37919;15;1.6792913413041963;0.2917863334102024;0.2263560288853884;1
1439;87;32640;19;1.6792913413041963;-10.590619824784966;0.2267041880165822;1
